ID	FILE	AUTHOR	BORN-DIED	TITLE	DATE	TECHNIQUE	LOCATION	FORM	TYPE	SCHOOL	TIMELINE	URL
38428	38428.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Doge Antonio Grimani Kneeling Before the Faith	1575-76	Oil on canvas, 365 x 500 cm	Palazzo Ducale, Venice	painting	religious	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/07_1570s/09grima0.html
38429	38429.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Doge Antonio Grimani Kneeling Before the Faith (detail)	1575-76	Oil on canvas	Palazzo Ducale, Venice	painting	religious	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/07_1570s/09grima1.html
38430	38430.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Doge Antonio Grimani Kneeling Before the Faith (detail)	1575-76	Oil on canvas	Palazzo Ducale, Venice	painting	religious	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/07_1570s/09grima2.html
38431	38431.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Doge Antonio Grimani Kneeling Before the Faith (detail)	1575-76	Oil on canvas	Palazzo Ducale, Venice	painting	religious	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/07_1570s/09grima3.html
38432	38432.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Pietà	1576	Oil on canvas, 352 x 349 cm	Gallerie dell'Accademia, Venice	painting	religious	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/07_1570s/10pieta.html
38433	38433.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Pietà (detail)	1576	Oil on canvas	Gallerie dell'Accademia, Venice	painting	religious	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/07_1570s/10pieta1.html
38434	38434.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	The Birth of Adonis	1505-10	Oil on wood, 35 x 162 cm	Museo Civico, Padua	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08/01birth.html
38435	38435.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	The Birth of Adonis (detail)	1505-10	Oil on wood	Museo Civico, Padua	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08/01birth1.html
38436	38436.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	The Legend of Polydorus	1505-10	Oil on wood, 35 x 162 cm	Museo Civico, Padua	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08/02polydo.html
38437	38437.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Orpheus and Eurydice	c. 1508	Oil on canvas, 39 x 53 cm	Accademia Carrara, Bergamo	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08/03orpheu.html
38438	38438.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	The Three Ages of Man	c. 1512	Oil on canvas, 90 x 152 cm	National Gallery of Scotland, Edinburgh	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08/04three.html
38439	38439.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	The Three Ages of Man (detail)	c. 1512	Oil on canvas	National Gallery of Scotland, Edinburgh	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08/04three1.html
38440	38440.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	The Three Ages of Man (detail)	c. 1512	Oil on canvas	National Gallery of Scotland, Edinburgh	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08/04three2.html
38441	38441.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Sacred and Profane Love	1514	Oil on canvas, 118 x 279 cm	Galleria Borghese, Rome	painting	religious	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08/05sacre.html
38442	38442.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Sacred and Profane Love	1514	Oil on canvas, 118 x 279 cm	Galleria Borghese, Rome	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08/05sacre0.html
38443	38443.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Sacred and Profane Love (detail)	1514	Oil on canvas	Galleria Borghese, Rome	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08/05sacre1.html
38444	38444.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Sacred and Profane Love (detail)	1514	Oil on canvas	Galleria Borghese, Rome	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08/05sacre2.html
38445	38445.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Sacred and Profane Love (detail)	1514	Oil on canvas	Galleria Borghese, Rome	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08/05sacre3.html
38446	38446.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Sacred and Profane Love (detail)	1514	Oil on canvas	Galleria Borghese, Rome	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08/05sacre4.html
38447	38447.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	The Bravo	1516-17	Oil on canvas, 75 x 67 cm	Kunsthistorisches Museum, Vienna	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08/06bravo.html
38448	38448.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Venus Anadyomene	c. 1520	Oil on canvas, 76 x 57 cm	National Gallery of Scotland, Edinburgh	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08/07anadyo.html
38449	38449.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	The Venus of Urbino	before 1538	Oil on canvas, 119 x 165 cm	Galleria degli Uffizi, Florence	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08/08urbin.html
38450	38450.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Venus of Urbino (detail)	before 1538	Oil on canvas	Galleria degli Uffizi, Florence	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08/08urbin1.html
38451	38451.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Venus of Urbino (detail)	before 1538	Oil on canvas	Galleria degli Uffizi, Florence	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08/08urbin2.html
38452	38452.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	The Worship of Venus	1516-18	Oil on canvas, 172 x 175 cm	Museo del Prado, Madrid	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08a/1ferra1.html
38453	38453.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	The Worship of Venus (detail)	1516-18	Oil on canvas	Museo del Prado, Madrid	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08a/1ferra1a.html
38454	38454.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Bacchus and Ariadne	1520-22	Oil on canvas, 175 x 190 cm	National Gallery, London	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08a/1ferra2.html
38455	38455.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Bacchus and Ariadne (detail)	1520-22	Oil on canvas	National Gallery, London	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08a/1ferra2a.html
38456	38456.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Bacchus and Ariadne (detail)	1520-22	Oil on canvas	National Gallery, London	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08a/1ferra2b.html
38457	38457.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Bacchus and Ariadne (detail)	1520-22	Oil on canvas	National Gallery, London	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08a/1ferra2c.html
38458	38458.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Bacchanal of the Andrians	1523-24	Oil on canvas, 175 x 193 cm	Museo del Prado, Madrid	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08a/1ferra3.html
38459	38459.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Bacchanal of the Andrians (detail)	1523-24	Oil on canvas	Museo del Prado, Madrid	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08a/1ferra3a.html
38460	38460.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Danaë with a Nurse	1553-54	Oil on canvas, 129 x 180 cm	Museo del Prado, Madrid	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08b/1dana_pr.html
38461	38461.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Danaë with a Nurse (detail)	1553-54	Oil on canvas	Museo del Prado, Madrid	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08b/1dana_px.html
38462	38462.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Venus and Adonis	1554	Oil on canvas, 180 x 207 cm	Museo del Prado, Madrid	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08b/2venus_a.html
38463	38463.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Venus and Adonis (detail)	1554	Oil on canvas	Museo del Prado, Madrid	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08b/2venus_b.html
38464	38464.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Venus and Adonis (detail)	1554	Oil on canvas	Museo del Prado, Madrid	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08b/2venus_c.html
38465	38465.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Diana and Actaeon	1556-59	Oil on canvas, 185 x 202 cm	National Gallery of Scotland, Edinburgh	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08b/3dian_a.html
38466	38466.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Diana and Actaeon (detail)	1556-59	Oil on canvas	National Gallery of Scotland, Edinburgh	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08b/3dian_a1.html
38467	38467.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Diana and Callisto	1556-59	Oil on canvas, 187 x 205 cm	National Gallery of Scotland, Edinburgh	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08b/4dian_c.html
38468	38468.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Diana and Callisto (detail)	1556-59	Oil on canvas	National Gallery of Scotland, Edinburgh	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08b/4dian_c1.html
38469	38469.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Diana and Callisto (detail)	1556-59	Oil on canvas	National Gallery of Scotland, Edinburgh	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08b/4dian_c2.html
38470	38470.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Diana and Callisto	1560-65	Oil on canvas, 183 x 200 cm	Kunsthistorisches Museum, Vienna	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08b/4dian_v.html
38471	38471.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Rape of Europa	1559-62	Oil on canvas, 185 x 205 cm	Isabella Stewart Gardner Museum, Boston	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08b/5rape_eu.html
38472	38472.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Death of Actaeon	1562	Oil on canvas, 179 x 189 cm	National Gallery, London	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08b/6actaeon.html
38473	38473.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Perseus and Andromeda	1554-56	Oil on canvas, 185 x 199 cm	Wallace Collection, London	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08b/6perseus.html
38474	38474.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Tarquin and Lucretia	1568-71	Oil on canvas, 189 x 145 cm	Fitzwilliam Museum, Cambridge	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08b/6tarquin.html
38475	38475.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Tarquin and Lucretia	1570s	Oil on canvas	Musée des Beaux-Arts, Bordeaux	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08b/7tarquin.html
38476	38476.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Tarquin and Lucretia	1570-76	Oil on canvas, 114 x 100 cm	Akademie der bildenden Künste, Vienna	painting	historical	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/08b/8tarquin.html
38477	38477.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Sisyphus	1548-49	Oil on canvas, 237 x 216 cm	Museo del Prado, Madrid	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/09/01sisyph.html
38478	38478.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Tityus	1548-49	Oil on canvas, 253 x 217 cm	Museo del Prado, Madrid	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/09/02tityus.html
38479	38479.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Venus with Organist and Cupid	1548	Oil on canvas, 148 x 217 cm	Museo del Prado, Madrid	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/09/03organ.html
38480	38480.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Venus with Organist and Cupid (detail)	1548	Oil on canvas	Museo del Prado, Madrid	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/09/03organ1.html
38481	38481.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Venus and Cupid with an Organist	1548-49	Oil on canvas, 115 x 210 cm	Staatliche Museen, Berlin	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/09/04organ.html
38482	38482.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Venus and an Organist and a Little Dog	c. 1550	Oil on canvas, 136 x 220 cm	Museo del Prado, Madrid	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/09/05organ.html
38483	38483.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Danaë	1544-45	Oil on canvas, 117 x 69 cm	Museo Nazionale di Capodimonte, Naples	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/09/06danae.html
38484	38484.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Danaë	c. 1553	Oil on canvas, 119 x 187 cm	Hermitage, St. Petersburg	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/09/07danae.html
38485	38485.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Jupiter and Antiope (Pardo Venus)	1535-40, reworked c. 1560	Oil on canvas, 196 x 385 cm	Musée du Louvre, Paris	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/09/08pardo.html
38486	38486.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Venus and Cupid	c. 1550	Oil on canvas, 139 x 195 cm	Galleria degli Uffizi, Florence	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/09/09venus.html
38487	38487.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Venus with a Mirror	c. 1555	Oil on canvas, 125 x 106 cm	National Gallery of Art, Washington	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/09/10mirror.html
38488	38488.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Venus with a Mirror	c. 1550	Oil on canvas, 115 x 84 cm	Galleria Franchetti, Ca' d'Oro, Venice	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/09/10mirrox.html
38489	38489.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Venus and Adonis	1550s	Oil on canvas, 187 x 134 cm	Galleria Nazionale d'Arte Antica, Rome	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/09/11venusa.html
38490	38490.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Wisdom	c. 1560	Oil on canvas, 177 x 177 cm	Biblioteca Nazionale Marciana, Venice	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/09/12wisdom.html
38491	38491.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Venus Blindfolding Cupid	c. 1565	Oil on canvas, 118 x 185 cm	Galleria Borghese, Rome	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/09/13blindf.html
38492	38492.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	The Flaying of Marsyas	1576	Oil on canvas, 212 x 207 cm	State Museum, Kromeriz	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/09/14marsya.html
38493	38493.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Youth with Dogs	1575-76	Oil on canvas, 100 x 117 cm	Museum Boijmans Van Beuningen, Rotterdam	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/09/15youth.html
38494	38494.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Shepherd and Nymph	1575-76	Oil on canvas, 150 x 187 cm	Kunsthistorisches Museum, Vienna	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/09/16shephe.html
38495	38495.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Portrait of a Woman (La Schiavona)	1508-10	Oil on canvas, 117 x 97 cm	National Gallery, London	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/1/01schiav.html
38496	38496.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Woman with a Mirror	c. 1514	Oil on canvas, 93 x 76 cm	Musée du Louvre, Paris	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/1/02mirror.html
38497	38497.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Violante (La Bella Gatta)	c. 1514	Oil on canvas, 65 x 51 cm	Kunsthistorisches Museum, Vienna	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/1/03violan.html
38498	38498.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Judith	c. 1515	Oil on canvas, 90 x 72 cm	Galleria Doria Pamphilj, Rome	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/1/04udith.html
38499	38499.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Profane Love (Vanity)	c. 1515	Oil on canvas, 97 x 81 cm	Alte Pinakothek, Munich	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/1/06vanity.html
38500	38500.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Flora	1515-20	Oil on canvas, 80 x 64 cm	Galleria degli Uffizi, Florence	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/1/07flora.html
38501	38501.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Flora (detail)	1515-20	Oil on canvas	Galleria degli Uffizi, Florence	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/1/07flora1.html
38502	38502.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Portrait of Laura Eustochia	c. 1529	Oil on canvas, 118 x 93 cm	Private collection	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/1/07laura.html
38503	38503.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	La Bella	1536	Oil on canvas, 89 x 76 cm	Galleria Palatina (Palazzo Pitti), Florence	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/1/08bella.html
38504	38504.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Isabella d'Este, Duchess of Mantua	1536	Oil on canvas, 102 x 64 cm	Kunsthistorisches Museum, Vienna	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/1/09isabel.html
38505	38505.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Eleonora Gonzaga	c. 1538	Oil on canvas, 114 x 102 cm	Galleria degli Uffizi, Florence	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/1/10gonzag.html
38506	38506.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Portrait of a Young Woman	c. 1536	Oil on canvas, 96 x 75 cm	The Hermitage, St. Petersburg	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/1/10portyw.html
38507	38507.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Woman in a Fur Coat	1536-38	Oil on canvas, 95 x 63 cm	Kunsthistorisches Museum, Vienna	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/1/10woman.html
38508	38508.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Woman in a Fur Coat (detail)	1536-38	Oil on canvas	Kunsthistorisches Museum, Vienna	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/1/10woman1.html
38509	38509.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Portrait of Clarissa Strozzi	1542	Oil on canvas, 115 x 98 cm	Staatliche Museen, Berlin	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/1/11claris.html
38510	38510.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Portrait of a Girl	c. 1545	Oil on canvas, 85 x 75 cm	Museo Nazionale di Capodimonte, Naples	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/1/12girl.html
38511	38511.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Giulia Varano, Duchess of Urbino	1545-47	Oil on wood, 114 x 88 cm	Galleria Palatina (Palazzo Pitti), Florence	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/1/12varano.html
38512	38512.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Portrait of Isabella of Portugal	1548	Oil on canvas, 117 x 93 cm	Museo del Prado, Madrid	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/1/13isabel.html
38513	38513.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Young Woman with a Dish of Fruit	c. 1555	Oil on canvas, 102 x 82 cm	Staatliche Museen, Berlin	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/1/14lavini.html
38514	38514.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Girl with a Fan	c. 1556	Oil on canvas, 102 x 86 cm	Gemäldegalerie, Dresden	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/1/15girlfa.html
38515	38515.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Man with the Blue Sleeve	c. 1510	Oil on canvas, 85 x 70 cm	National Gallery, London	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/21/01bluesl.html
38516	38516.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Young Man with Cap and Gloves	1512-15	Oil on canvas, 100 x 84 cm	Garrowby Hall, Earl of Halifax Collection, London	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/21/02gloves.html
38517	38517.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	The Sick Man	c. 1514	Oil on canvas, 81 x 60 cm	Galleria degli Uffizi, Florence	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/21/02sick.html
38518	38518.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	A Knight of Malta	1510-15	Oil on canvas, 80 x 64 cm	Galleria degli Uffizi, Florence	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/21/03malta.html
38519	38519.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Portrait of the Physician Gian Giacomo Bartolotti da Parma	c. 1515	Oil on canvas, 88 x 76 cm	Kunsthistorisches Museum, Vienna	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/21/03parma.html
38520	38520.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Portrait of a Man in a Red Cap	c. 1516	Oil on canvas, 82 x 71 cm	Frick Collection, New York	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/21/04redcap.html
38521	38521.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Portrait of a Musician	c. 1515 or c. 1545	Oil on canvas, 99 x 81 cm	Galleria Spada, Rome	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/21/05musici.html
38522	38522.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Man with a Glove	1520-22	Oil on canvas, 100 x 89 cm	Musée du Louvre, Paris	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/21/06gloves.html
38523	38523.jpg	TIZIANO Vecellio	(b. 1490, Pieve di Cadore, d. 1576, Venezia)	Portrait of Tomaso or Vincenzo Mosti	c. 1526	Oil on wood, transferred to canvas, 85 x 66 cm	Galleria Palatina (Palazzo Pitti), Florence	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/t/tiziano/10/21/07mosti.html
